Isolate	Species.Predicted	ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	Resistance	Host.Group	Genus	Species	Strain	Assembly.Accession	Isolation.Country	Geographic.Group	Collection.Year	Collection.Date	Host.Common.Name
GCF_001232965.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6629	GCF_001232965.1	United Kingdom	Europe	2011	2011	Human
GCF_001233005.1	campylobacter	2258	2	84	2	68	2	68	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6279	GCF_001233005.1	United Kingdom	Europe	2011	2011	Human
GCF_001233025.1	campylobacter	19	2	1	5	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6603	GCF_001233025.1	United Kingdom	Europe	2011	2011	Human
GCF_001233065.1	campylobacter	51	7	17	2	15	23	3	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6503	GCF_001233065.1	United Kingdom	Europe	2011	2011	Human
GCF_001233085.1	campylobacter	2135	8	1	6	3	2	1	12	1	Human	Campylobacter	Campylobacter jejuni	OXC6500	GCF_001233085.1	United Kingdom	Europe	2011	2011	Human
GCF_001233105.1	campylobacter	137	4	7	10	4	42	7	1	1	Human	Campylobacter	Campylobacter jejuni	OXC6592	GCF_001233105.1	United Kingdom	Europe	2011	2011	Human
GCF_001233185.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6412	GCF_001233185.1	United Kingdom	Europe	2011	2011	Human
GCF_001233225.1	campylobacter	5738	160	84	5	10	13	3	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6528	GCF_001233225.1	United Kingdom	Europe	2011	2011	Human
GCF_001233245.1	campylobacter	257	9	2	4	62	4	5	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6290	GCF_001233245.1	United Kingdom	Europe	2011	2011	Human
GCF_001233285.1	campylobacter	844	2	4	1	3	7	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6272	GCF_001233285.1	United Kingdom	Europe	2011	2011	Human
GCF_001233305.1	campylobacter	523	2	4	1	93	11	3	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6381	GCF_001233305.1	United Kingdom	Europe	2011	2011	Human
GCF_001233325.1	campylobacter	354	8	10	2	2	11	12	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6418	GCF_001233325.1	United Kingdom	Europe	2011	2011	Human
GCF_001233405.1	campylobacter	61	1	4	2	2	6	3	17	0	Human	Campylobacter	Campylobacter jejuni	OXC6570	GCF_001233405.1	United Kingdom	Europe	2011	2011	Human
GCF_001233465.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6571	GCF_001233465.1	United Kingdom	Europe	2011	2011	Human
GCF_001233545.1	campylobacter	5597	10	2	42	4	90	25	8	0	Human	Campylobacter	Campylobacter jejuni	OXC6569	GCF_001233545.1	United Kingdom	Europe	2011	2011	Human
GCF_001233585.1	campylobacter	583	4	7	10	4	42	51	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6330	GCF_001233585.1	United Kingdom	Europe	2011	2011	Human
GCF_001233625.1	campylobacter	22	1	3	6	4	3	3	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6264	GCF_001233625.1	United Kingdom	Europe	2011	2011	Human
GCF_001233645.1	campylobacter	42	1	2	3	4	5	9	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6350	GCF_001233645.1	United Kingdom	Europe	2011	2011	Human
GCF_001233665.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6390	GCF_001233665.1	United Kingdom	Europe	2011	2011	Human
GCF_001233685.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6531	GCF_001233685.1	United Kingdom	Europe	2011	2011	Human
GCF_001233705.1	campylobacter	4988	33	110	30	116	113	47	17	1	Human	Campylobacter	Campylobacter coli	OXC6425	GCF_001233705.1	United Kingdom	Europe	2011	2011	Human
GCF_001233745.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6604	GCF_001233745.1	United Kingdom	Europe	2011	2011	Human
GCF_001233765.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6314	GCF_001233765.1	United Kingdom	Europe	2011	2011	Human
GCF_001233805.1	campylobacter	5758	7	422	5	10	11	3	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6584	GCF_001233805.1	United Kingdom	Europe	2011	2011	Human
GCF_001233905.1	campylobacter	583	4	7	10	4	42	51	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6294	GCF_001233905.1	United Kingdom	Europe	2011	2011	Human
GCF_001233965.1	campylobacter	21	2	1	1	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6251	GCF_001233965.1	United Kingdom	Europe	2011	2011	Human
GCF_001233985.1	campylobacter	2314	2	61	4	64	332	7	23	0	Human	Campylobacter	Campylobacter jejuni	OXC6599	GCF_001233985.1	United Kingdom	Europe	2011	2011	Human
GCF_001234005.1	campylobacter	827	33	39	30	82	104	56	17	0	Human	Campylobacter	Campylobacter coli	OXC6471	GCF_001234005.1	United Kingdom	Europe	2011	2011	Human
GCF_001234065.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	OXC6288	GCF_001234065.1	United Kingdom	Europe	2011	2011	Human
GCF_001234085.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6339	GCF_001234085.1	United Kingdom	Europe	2011	2011	Human
GCF_001234145.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6292	GCF_001234145.1	United Kingdom	Europe	2011	2011	Human
GCF_001234165.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6612	GCF_001234165.1	United Kingdom	Europe	2011	2011	Human
GCF_001234225.1	campylobacter	21	2	1	1	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6285	GCF_001234225.1	United Kingdom	Europe	2011	2011	Human
GCF_001234285.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6565	GCF_001234285.1	United Kingdom	Europe	2011	2011	Human
GCF_001234305.1	campylobacter	2274	9	17	5	10	350	3	3	1	Human	Campylobacter	Campylobacter jejuni	OXC6322	GCF_001234305.1	United Kingdom	Europe	2011	2011	Human
GCF_001234325.1	campylobacter	132	1	6	22	24	12	28	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6561	GCF_001234325.1	United Kingdom	Europe	2011	2011	Human
GCF_001234385.1	campylobacter	1541	124	39	30	79	104	47	17	1	Human	Campylobacter	Campylobacter coli	OXC6460	GCF_001234385.1	United Kingdom	Europe	2011	2011	Human
GCF_001234425.1	campylobacter	132	1	6	22	24	12	28	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6639	GCF_001234425.1	United Kingdom	Europe	2011	2011	Human
GCF_001234505.1	campylobacter	5717	2	421	4	64	332	7	23	0	Human	Campylobacter	Campylobacter jejuni	OXC6261	GCF_001234505.1	United Kingdom	Europe	2011	2011	Human
GCF_001234565.1	campylobacter	51	7	17	2	15	23	3	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6316	GCF_001234565.1	United Kingdom	Europe	2011	2011	Human
GCF_001234605.1	campylobacter	2030	9	2	4	62	4	5	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6467	GCF_001234605.1	United Kingdom	Europe	2011	2011	Human
GCF_001234665.1	campylobacter	61	1	4	2	2	6	3	17	0	Human	Campylobacter	Campylobacter jejuni	OXC6283	GCF_001234665.1	United Kingdom	Europe	2011	2011	Human
GCF_001234685.1	campylobacter	429	7	4	5	2	11	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6413	GCF_001234685.1	United Kingdom	Europe	2011	2011	Human
GCF_001234745.1	campylobacter	2844	24	21	2	2	2	59	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6427	GCF_001234745.1	United Kingdom	Europe	2011	2011	Human
GCF_001234805.1	campylobacter	832	33	39	30	79	113	43	17	0	Human	Campylobacter	Campylobacter coli	OXC6428	GCF_001234805.1	United Kingdom	Europe	2011	2011	Human
GCF_001234825.1	campylobacter	220	1	6	29	2	40	32	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6482	GCF_001234825.1	United Kingdom	Europe	2011	2011	Human
GCF_001234865.1	campylobacter	61	1	4	2	2	6	3	17	0	Human	Campylobacter	Campylobacter jejuni	OXC6268	GCF_001234865.1	United Kingdom	Europe	2011	2011	Human
GCF_001234885.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6407	GCF_001234885.1	United Kingdom	Europe	2011	2011	Human
GCF_001234945.1	campylobacter	5136	24	2	2	2	10	3	3	1	Human	Campylobacter	Campylobacter jejuni	OXC6541	GCF_001234945.1	United Kingdom	Europe	2011	2011	Human
GCF_001235005.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6627	GCF_001235005.1	United Kingdom	Europe	2011	2011	Human
GCF_001235045.1	campylobacter	4811	6	4	52	2	89	282	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6556	GCF_001235045.1	United Kingdom	Europe	2011	2011	Human
GCF_001235065.1	campylobacter	2030	9	2	4	62	4	5	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6291	GCF_001235065.1	United Kingdom	Europe	2011	2011	Human
GCF_001235125.1	campylobacter	141	2	1	10	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6505	GCF_001235125.1	United Kingdom	Europe	2011	2011	Human
GCF_001235145.1	campylobacter	356	14	17	5	2	11	3	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6318	GCF_001235145.1	United Kingdom	Europe	2011	2011	Human
GCF_001235165.1	campylobacter	464	24	2	2	2	10	3	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6423	GCF_001235165.1	United Kingdom	Europe	2011	2011	Human
GCF_001235245.1	campylobacter	572	62	4	5	2	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6465	GCF_001235245.1	United Kingdom	Europe	2011	2011	Human
GCF_001235265.1	campylobacter	827	33	39	30	82	104	56	17	0	Human	Campylobacter	Campylobacter coli	OXC6312	GCF_001235265.1	United Kingdom	Europe	2011	2011	Human
GCF_001235285.1	campylobacter	860	33	39	30	79	113	47	17	0	Human	Campylobacter	Campylobacter coli	OXC6476	GCF_001235285.1	United Kingdom	Europe	2011	2011	Human
GCF_001235345.1	campylobacter	1009	32	66	66	82	163	43	17	0	Human	Campylobacter	Campylobacter coli	OXC6587	GCF_001235345.1	United Kingdom	Europe	2011	2011	Human
GCF_001235365.1	campylobacter	587	1	2	42	4	90	25	8	1	Human	Campylobacter	Campylobacter jejuni	OXC6540	GCF_001235365.1	United Kingdom	Europe	2011	2011	Human
GCF_001235565.1	campylobacter	267	4	7	40	4	42	51	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6510	GCF_001235565.1	United Kingdom	Europe	2011	2011	Human
GCF_001235585.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6547	GCF_001235585.1	United Kingdom	Europe	2011	2011	Human
GCF_001235605.1	campylobacter	827	33	39	30	82	104	56	17	0	Human	Campylobacter	Campylobacter coli	OXC6308	GCF_001235605.1	United Kingdom	Europe	2011	2011	Human
GCF_001235625.1	campylobacter	1301	2	115	57	26	127	29	35	1	Human	Campylobacter	Campylobacter jejuni	OXC6480	GCF_001235625.1	United Kingdom	Europe	2011	2011	Human
GCF_001235765.1	campylobacter	5728	2	59	4	38	10	488	35	0	Human	Campylobacter	Campylobacter jejuni	OXC6410	GCF_001235765.1	United Kingdom	Europe	2011	2011	Human
GCF_001235825.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6344	GCF_001235825.1	United Kingdom	Europe	2011	2011	Human
GCF_001235925.1	campylobacter	2030	9	2	4	62	4	5	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6499	GCF_001235925.1	United Kingdom	Europe	2011	2011	Human
GCF_001235965.1	campylobacter	21	2	1	1	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6317	GCF_001235965.1	United Kingdom	Europe	2011	2011	Human
GCF_001235985.1	campylobacter	19	2	1	5	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6548	GCF_001235985.1	United Kingdom	Europe	2011	2011	Human
GCF_001236025.1	campylobacter	1541	124	39	30	79	104	47	17	1	Human	Campylobacter	Campylobacter coli	OXC6537	GCF_001236025.1	United Kingdom	Europe	2011	2011	Human
GCF_001236085.1	campylobacter	51	7	17	2	15	23	3	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6357	GCF_001236085.1	United Kingdom	Europe	2011	2011	Human
GCF_001236105.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6255	GCF_001236105.1	United Kingdom	Europe	2011	2011	Human
GCF_001236125.1	campylobacter	5756	73	21	2	465	86	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6557	GCF_001236125.1	United Kingdom	Europe	2011	2011	Human
GCF_001236165.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6613	GCF_001236165.1	United Kingdom	Europe	2011	2011	Human
GCF_001236205.1	campylobacter	1911	7	84	5	10	119	178	26	0	Human	Campylobacter	Campylobacter jejuni	OXC6544	GCF_001236205.1	United Kingdom	Europe	2011	2011	Human
GCF_001236225.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6457	GCF_001236225.1	United Kingdom	Europe	2011	2011	Human
GCF_001236305.1	campylobacter	354	8	10	2	2	11	12	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6517	GCF_001236305.1	United Kingdom	Europe	2011	2011	Human
GCF_001236325.1	campylobacter	508	1	6	60	24	12	28	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6273	GCF_001236325.1	United Kingdom	Europe	2011	2011	Human
GCF_001236345.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6524	GCF_001236345.1	United Kingdom	Europe	2011	2011	Human
GCF_001236385.1	campylobacter	53	2	1	21	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6282	GCF_001236385.1	United Kingdom	Europe	2011	2011	Human
GCF_001236445.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6351	GCF_001236445.1	United Kingdom	Europe	2011	2011	Human
GCF_001236525.1	campylobacter	573	7	28	4	28	17	34	12	1	Human	Campylobacter	Campylobacter jejuni	OXC6433	GCF_001236525.1	United Kingdom	Europe	2011	2011	Human
GCF_001236545.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6562	GCF_001236545.1	United Kingdom	Europe	2011	2011	Human
GCF_001236605.1	campylobacter	574	7	53	2	10	11	3	3	1	Human	Campylobacter	Campylobacter jejuni	OXC6392	GCF_001236605.1	United Kingdom	Europe	2011	2011	Human
GCF_001236625.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	OXC6386	GCF_001236625.1	United Kingdom	Europe	2011	2011	Human
GCF_001236645.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	OXC6581	GCF_001236645.1	United Kingdom	Europe	2011	2011	Human
GCF_001236665.1	campylobacter	354	8	10	2	2	11	12	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6518	GCF_001236665.1	United Kingdom	Europe	2011	2011	Human
GCF_001236705.1	campylobacter	52	9	25	2	10	22	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6368	GCF_001236705.1	United Kingdom	Europe	2011	2011	Human
GCF_001236725.1	campylobacter	2401	64	105	20	287	94	103	16	0	Human	Campylobacter	Campylobacter jejuni	OXC6631	GCF_001236725.1	United Kingdom	Europe	2011	2011	Human
GCF_001236765.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6488	GCF_001236765.1	United Kingdom	Europe	2011	2011	Human
GCF_001236785.1	campylobacter	51	7	17	2	15	23	3	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6396	GCF_001236785.1	United Kingdom	Europe	2011	2011	Human
GCF_001236805.1	campylobacter	267	4	7	40	4	42	51	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6511	GCF_001236805.1	United Kingdom	Europe	2011	2011	Human
GCF_001236845.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6487	GCF_001236845.1	United Kingdom	Europe	2011	2011	Human
GCF_001236865.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6259	GCF_001236865.1	United Kingdom	Europe	2011	2011	Human
GCF_001236905.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6600	GCF_001236905.1	United Kingdom	Europe	2011	2011	Human
GCF_001236945.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6437	GCF_001236945.1	United Kingdom	Europe	2011	2011	Human
GCF_001236965.1	campylobacter	5757	33	38	30	466	104	43	17	1	Human	Campylobacter	Campylobacter coli	OXC6559	GCF_001236965.1	United Kingdom	Europe	2011	2011	Human
GCF_001237005.1	campylobacter	574	7	53	2	10	11	3	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6323	GCF_001237005.1	United Kingdom	Europe	2011	2011	Human
GCF_001237025.1	campylobacter	5733	33	39	65	82	596	47	17	1	Human	Campylobacter	Campylobacter coli	OXC6276	GCF_001237025.1	United Kingdom	Europe	2011	2011	Human
GCF_001237085.1	campylobacter	262	2	1	1	3	2	1	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6340	GCF_001237085.1	United Kingdom	Europe	2011	2011	Human
GCF_001237125.1	campylobacter	5136	24	2	2	2	10	3	3	1	Human	Campylobacter	Campylobacter jejuni	OXC6635	GCF_001237125.1	United Kingdom	Europe	2011	2011	Human
GCF_001237145.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6403	GCF_001237145.1	United Kingdom	Europe	2011	2011	Human
GCF_001237165.1	campylobacter	4425	33	39	30	139	113	47	17	0	Human	Campylobacter	Campylobacter coli	OXC6378	GCF_001237165.1	United Kingdom	Europe	2011	2011	Human
GCF_001237205.1	campylobacter	132	1	6	22	24	12	28	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6364	GCF_001237205.1	United Kingdom	Europe	2011	2011	Human
GCF_001237265.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6277	GCF_001237265.1	United Kingdom	Europe	2011	2011	Human
GCF_001237285.1	campylobacter	2464	32	66	66	82	104	43	17	1	Human	Campylobacter	Campylobacter coli	OXC6426	GCF_001237285.1	United Kingdom	Europe	2011	2011	Human
GCF_001237325.1	campylobacter	825	33	39	30	82	113	47	17	1	Human	Campylobacter	Campylobacter coli	OXC6400	GCF_001237325.1	United Kingdom	Europe	2011	2011	Human
GCF_001237345.1	campylobacter	5731	24	2	2	2	10	3	12	1	Human	Campylobacter	Campylobacter jejuni	OXC6458	GCF_001237345.1	United Kingdom	Europe	2011	2011	Human
GCF_001237385.1	campylobacter	572	62	4	5	2	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6470	GCF_001237385.1	United Kingdom	Europe	2011	2011	Human
GCF_001237465.1	campylobacter	5	7	2	5	2	10	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6591	GCF_001237465.1	United Kingdom	Europe	2011	2011	Human
GCF_001237545.1	campylobacter	574	7	53	2	10	11	3	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6361	GCF_001237545.1	United Kingdom	Europe	2011	2011	Human
GCF_001237565.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6616	GCF_001237565.1	United Kingdom	Europe	2011	2011	Human
GCF_001237585.1	campylobacter	52	9	25	2	10	22	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6441	GCF_001237585.1	United Kingdom	Europe	2011	2011	Human
GCF_001237605.1	campylobacter	257	9	2	4	62	4	5	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6375	GCF_001237605.1	United Kingdom	Europe	2011	2011	Human
GCF_001237645.1	campylobacter	658	2	4	2	4	19	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6363	GCF_001237645.1	United Kingdom	Europe	2011	2011	Human
GCF_001237745.1	campylobacter	354	8	10	2	2	11	12	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6451	GCF_001237745.1	United Kingdom	Europe	2011	2011	Human
GCF_001237785.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6321	GCF_001237785.1	United Kingdom	Europe	2011	2011	Human
GCF_001237865.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6489	GCF_001237865.1	United Kingdom	Europe	2011	2011	Human
GCF_001237885.1	campylobacter	403	10	27	16	19	10	5	7	0	Human	Campylobacter	Campylobacter jejuni	OXC6485	GCF_001237885.1	United Kingdom	Europe	2011	2011	Human
GCF_001237925.1	campylobacter	5642	33	39	30	79	247	43	17	0	Human	Campylobacter	Campylobacter coli	OXC6267	GCF_001237925.1	United Kingdom	Europe	2011	2011	Human
GCF_001237965.1	campylobacter	572	62	4	5	2	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6495	GCF_001237965.1	United Kingdom	Europe	2011	2011	Human
GCF_001238065.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6286	GCF_001238065.1	United Kingdom	Europe	2011	2011	Human
GCF_001238105.1	campylobacter	2274	9	17	5	10	350	3	3	1	Human	Campylobacter	Campylobacter jejuni	OXC6486	GCF_001238105.1	United Kingdom	Europe	2011	2011	Human
GCF_001238125.1	campylobacter	45	4	7	10	4	1	7	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6624	GCF_001238125.1	United Kingdom	Europe	2011	2011	Human
GCF_001238165.1	campylobacter	883	2	17	2	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6479	GCF_001238165.1	United Kingdom	Europe	2011	2011	Human
GCF_001238185.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6619	GCF_001238185.1	United Kingdom	Europe	2011	2011	Human
GCF_001238245.1	campylobacter	21	2	1	1	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6310	GCF_001238245.1	United Kingdom	Europe	2011	2011	Human
GCF_001238565.1	campylobacter	2030	9	2	4	62	4	5	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6404	GCF_001238565.1	United Kingdom	Europe	2011	2011	Human
GCF_001238765.1	campylobacter	3102	2	84	12	3	11	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6514	GCF_001238765.1	United Kingdom	Europe	2011	2011	Human
GCF_001238805.1	campylobacter	42	1	2	3	4	5	9	3	0	Human	Campylobacter	Campylobacter jejuni	OXC6388	GCF_001238805.1	United Kingdom	Europe	2011	2011	Human
GCF_001238825.1	campylobacter	267	4	7	40	4	42	51	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6369	GCF_001238825.1	United Kingdom	Europe	2011	2011	Human
GCF_001238885.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6637	GCF_001238885.1	United Kingdom	Europe	2011	2011	Human
GCF_001238945.1	campylobacter	933	10	1	59	19	10	5	7	0	Human	Campylobacter	Campylobacter jejuni	OXC6349	GCF_001238945.1	United Kingdom	Europe	2011	2011	Human
GCF_001238965.1	campylobacter	5	7	2	5	2	10	3	6	0	Human	Campylobacter	Campylobacter jejuni	OXC6507	GCF_001238965.1	United Kingdom	Europe	2011	2011	Human
GCF_001238985.1	campylobacter	573	7	28	4	28	17	34	12	1	Human	Campylobacter	Campylobacter jejuni	OXC6610	GCF_001238985.1	United Kingdom	Europe	2011	2011	Human
GCF_001239025.1	campylobacter	5727	2	1	12	462	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6393	GCF_001239025.1	United Kingdom	Europe	2011	2011	Human
GCF_001239045.1	campylobacter	449	7	71	5	62	11	67	6	1	Human	Campylobacter	Campylobacter jejuni	OXC6546	GCF_001239045.1	United Kingdom	Europe	2011	2011	Human
GCF_001239065.1	campylobacter	860	33	39	30	79	113	47	17	0	Human	Campylobacter	Campylobacter coli	OXC6258	GCF_001239065.1	United Kingdom	Europe	2011	2011	Human
GCF_001239105.1	campylobacter	572	62	4	5	2	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6477	GCF_001239105.1	United Kingdom	Europe	2011	2011	Human
GCF_001239125.1	campylobacter	5734	33	110	30	115	104	43	17	0	Human	Campylobacter	Campylobacter coli	OXC6371	GCF_001239125.1	United Kingdom	Europe	2011	2011	Human
GCF_001239205.1	campylobacter	464	24	2	2	2	10	3	1	1	Human	Campylobacter	Campylobacter jejuni	OXC6555	GCF_001239205.1	United Kingdom	Europe	2011	2011	Human
GCF_001239265.1	campylobacter	573	7	28	4	28	17	34	12	1	Human	Campylobacter	Campylobacter jejuni	OXC6595	GCF_001239265.1	United Kingdom	Europe	2011	2011	Human
GCF_001239285.1	campylobacter	2195	124	39	30	82	189	47	74	0	Human	Campylobacter	Campylobacter coli	OXC6434	GCF_001239285.1	United Kingdom	Europe	2011	2011	Human
GCF_001239305.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6459	GCF_001239305.1	United Kingdom	Europe	2011	2011	Human
GCF_001239325.1	campylobacter	508	1	6	60	24	12	28	1	0	Human	Campylobacter	Campylobacter jejuni	OXC6271	GCF_001239325.1	United Kingdom	Europe	2011	2011	Human
GCF_001239345.1	campylobacter	122	6	4	5	2	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	OXC6525	GCF_001239345.1	United Kingdom	Europe	2011	2011	Human
GCF_001239365.1	campylobacter	572	62	4	5	2	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	OXC6580	GCF_001239365.1	United Kingdom	Europe	2011	2011	Human
GCF_001239445.1	campylobacter	51	7	17	2	15	23	3	12	0	Human	Campylobacter	Campylobacter jejuni	OXC6274	GCF_001239445.1	United Kingdom	Europe	2011	2011	Human
GCF_001239485.1	campylobacter	3534	64	81	111	143	134	153	16	0	Human	Campylobacter	Campylobacter jejuni	OXC6327	GCF_001239485.1	United Kingdom	Europe	2011	2011	Human
GCF_001239645.1	campylobacter	5730	7	17	5	2	22	5	1	1	Human	Campylobacter	Campylobacter jejuni	OXC6455	GCF_001239645.1	United Kingdom	Europe	2011	2011	Human
GCF_001239665.1	campylobacter	829	33	39	30	82	113	43	17	1	Human	Campylobacter	Campylobacter coli	OXC6253	GCF_001239665.1	United Kingdom	Europe	2011	2011	Human
GCF_001239685.1	campylobacter	986	91	2	42	4	169	9	8	1	Human	Campylobacter	Campylobacter jejuni	OXC6336	GCF_001239685.1	United Kingdom	Europe	2011	2011	Human
